Record_ID,Week_Starting,Month,Quarter,Centre_Name,Centre_Type,Country,Agent_ID,Agent_Name,Team_Leader,Shift_Pattern,Contracted_Hours_pw,Calls_Handled,Emails_Handled,Chats_Handled,Total_Interactions,AHT_Seconds,ACW_Seconds,Hold_Time_Avg_Seconds,FCR_Percent,Quality_Score_Percent,Fatal_Error_This_Week,Performance_Band,CSAT_Score_1to5,NPS_Avg_Response_0to10,NPS_Score_Calculated,NPS_Responses_Count,Schedule_Adherence_Percent,Occupancy_Percent,Shrinkage_Percent,Absence_Days_This_Week,Return_To_Work_Discussion,Late_Arrivals,Coaching_Sessions_Attended,Training_Hours_Completed,Escalations,Complaints_Raised,Complaints_Resolved_Same_Week,Transfers_Out,Bookings_Handled,Amendments_Handled,Refunds_Processed,Baggage_Claims_Handled,Special_Assistance_Requests,Executive_Club_Queries,Disruption_Cases_Handled,Upsell_Revenue_GBP,SLA_Answered_Within_20s_Percent
BA00219,13/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,103,17,19,139,304,40,55,84.2,87.5,N,Meets,4.0,8.1,31,15,88.7,75.6,13.8,0.3,Y,2,1,1.7,2,0,0,3,12,20,12,10,6,16,5,352,81.5
BA00220,13/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,106,17,17,140,308,52,53,78.1,90.5,N,Exceeds,4.1,9.0,56,14,95.8,84.6,10.5,0.3,Y,2,2,1.6,3,2,1,8,26,27,6,9,6,20,10,161,87.7
BA00221,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,85,12,18,115,343,47,35,76.9,85.9,N,Meets,4.3,8.9,53,16,87.6,81.1,15.4,2.3,Y,0,1,1.4,4,2,0,6,27,31,3,6,5,9,10,203,83.1
BA00222,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,94,10,12,116,348,50,66,82.9,88.9,N,Meets,4.2,7.3,8,10,87.1,79.0,18.0,1.6,Y,0,3,2.5,5,3,0,9,28,29,7,9,6,18,4,155,79.7
BA00223,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,81,14,17,112,341,58,57,72.6,80.5,N,Meets,3.9,6.9,-3,20,94.4,81.7,16.6,0.9,Y,0,1,2.2,2,3,1,7,20,37,7,6,6,16,8,84,80.0
BA00224,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,102,12,12,126,308,51,44,78.0,89.1,N,Meets,4.3,7.2,6,22,94.1,82.7,17.0,0.9,Y,2,3,2.4,1,3,3,8,24,18,4,4,1,12,8,139,82.4
BA00225,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,88,17,28,133,311,72,44,80.3,81.2,N,Meets,3.9,7.4,11,13,87.2,76.9,16.1,1.9,Y,0,1,1.0,4,2,0,8,11,22,4,2,6,13,12,75,79.0
BA00226,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,96,10,14,120,321,63,47,74.2,89.2,N,Meets,3.9,6.6,-11,11,87.3,84.2,13.7,2.0,Y,2,2,1.7,5,0,0,5,26,34,4,3,5,17,3,195,75.3
BA00227,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,92,14,17,123,355,56,46,77.3,89.2,N,Meets,4.4,7.8,22,12,93.5,86.8,14.5,2.3,Y,2,1,1.8,3,0,0,3,24,19,11,4,4,17,8,240,76.3
BA00228,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,82,11,22,115,323,62,61,75.5,88.4,N,Meets,4.3,7.5,14,13,93.7,85.8,16.8,1.7,Y,2,2,1.4,4,3,2,3,22,30,11,3,1,7,9,162,82.4
BA00229,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,86,21,17,124,310,52,62,80.7,89.9,N,Meets,3.9,8.8,50,21,92.9,82.5,16.5,1.5,Y,2,2,1.7,5,2,0,8,25,32,7,4,4,6,4,124,79.3
BA00230,13/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN010,Josephine Ramos,Gemma Ocampo,Early (07:00-15:00),37.5,94,20,16,130,317,57,55,73.8,80.3,Y,Meets,4.1,8.3,36,11,92.8,83.3,15.1,1.2,Y,1,2,1.4,4,0,0,9,26,24,11,7,5,13,3,255,72.5
BA00231,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR001,Dawid Malinowski,Aleksander Nowak,Early (07:00-15:00),37.5,97,9,16,122,348,60,71,72.6,76.9,N,Developing,3.7,8.2,34,14,87.9,74.3,19.4,0.1,Y,3,2,2.4,2,3,3,3,20,22,9,8,5,14,8,112,72.1
BA00232,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR002,Marta Jablonska,Katarzyna Wójcik,Late (13:00-21:00),37.5,71,17,10,98,358,56,67,71.5,81.9,N,Meets,3.8,7.0,0,13,83.6,75.9,15.9,2.3,Y,2,3,1.2,6,4,0,4,17,17,7,4,1,12,8,49,74.4
BA00233,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,97,17,18,132,359,70,76,68.3,79.2,N,Developing,3.8,6.8,-6,19,89.8,77.0,18.0,3.0,Y,2,1,2.5,3,3,0,9,14,29,12,3,5,7,7,107,67.8
BA00234,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,95,20,13,128,382,83,70,72.6,78.0,N,Developing,3.7,8.5,42,9,89.5,76.6,20.4,1.8,Y,3,3,2.3,2,4,0,9,20,22,11,9,5,6,3,200,78.3
BA00235,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,81,17,17,115,365,53,73,69.6,80.9,N,Meets,3.8,8.5,42,11,84.5,81.2,16.4,2.8,Y,3,2,1.8,1,3,2,6,21,22,6,4,3,14,12,100,73.5
BA00236,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,77,10,13,100,364,52,52,69.1,85.9,Y,Meets,3.6,8.1,31,12,90.9,76.3,18.4,1.5,Y,0,3,2.2,1,2,1,3,10,24,11,6,1,10,8,208,81.2
BA00237,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,95,19,12,126,377,66,71,78.5,84.1,N,Meets,3.7,7.5,14,9,90.7,76.8,20.7,1.6,Y,3,3,2.9,4,4,0,6,12,17,4,5,3,11,9,105,80.8
BA00238,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,73,15,18,106,345,59,63,73.2,82.5,N,Meets,3.8,8.5,42,12,83.2,84.6,18.8,1.3,Y,0,3,3.3,6,2,2,6,16,31,8,6,3,16,4,176,80.9
BA00239,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,98,14,10,122,340,69,53,78.2,84.0,N,Meets,3.6,7.1,3,15,89.3,83.6,20.1,0.3,Y,3,1,1.7,1,2,1,10,23,27,7,8,1,6,7,169,68.1
BA00240,13/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR010,Ewa Michalska,Aleksander Nowak,Split (08:00-16:00),37.5,96,17,21,134,333,78,48,67.0,82.1,N,Meets,3.6,7.9,25,12,86.1,74.0,15.3,2.3,Y,1,3,2.7,3,3,0,10,23,18,6,4,5,9,7,90,68.4
BA00241,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS001,Emma Thompson,Sarah Mitchell,Early (07:00-15:00),37.5,108,20,22,150,300,55,44,89.6,88.2,N,Meets,4.7,9.5,70,26,93.2,85.0,9.0,0.0,N,1,2,1.4,1,2,0,1,26,25,14,4,2,19,13,362,92.3
BA00242,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS002,Oliver Harris,James Crawford,Late (13:00-21:00),37.5,114,30,13,157,292,41,44,85.9,91.1,N,Exceeds,4.7,8.2,34,18,94.5,82.1,8.9,1.1,Y,1,2,0.9,3,1,1,2,26,38,15,10,2,8,12,208,93.5
BA00243,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS003,Charlotte Davies,Priya Sharma,Standard (09:00-17:00),37.5,110,21,22,153,286,42,40,92.2,88.5,N,Meets,4.8,9.1,59,13,92.0,83.0,10.3,0.1,Y,1,2,0.7,0,1,0,5,20,28,7,10,4,22,12,207,84.1
BA00244,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,118,28,14,160,282,58,36,92.3,95.8,N,Exceeds,4.4,8.4,39,20,95.7,85.6,9.6,0.7,Y,1,2,1.8,2,0,0,6,30,44,7,10,2,11,7,167,85.8
BA00245,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,87,30,18,135,267,49,36,92.9,95.4,N,Exceeds,4.5,8.6,45,26,95.0,86.5,13.2,1.5,Y,0,2,0.6,2,0,0,2,20,43,13,7,6,22,15,439,85.5
BA00246,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,85,20,23,128,308,56,28,87.5,88.2,N,Meets,4.6,8.2,34,15,97.0,79.5,8.5,1.3,Y,1,2,1.4,2,1,0,5,15,30,5,10,4,19,14,206,85.5
BA00247,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,88,24,20,132,276,42,55,90.9,91.2,N,Exceeds,4.4,9.1,59,12,97.1,79.6,12.7,0.6,Y,1,1,0.7,3,2,2,4,24,41,14,5,4,18,6,328,89.2
BA00248,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,116,29,22,167,304,40,38,89.7,94.5,N,Exceeds,4.3,8.8,50,28,94.1,82.6,9.3,1.1,Y,0,2,1.3,0,1,0,3,29,33,6,10,4,10,7,490,93.8
BA00249,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,100,28,19,147,291,38,39,89.9,92.1,N,Exceeds,4.5,8.8,50,20,94.1,83.9,12.6,0.8,Y,0,1,1.6,3,0,0,2,20,32,5,4,5,22,9,300,90.0
BA00250,20/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,114,29,18,161,303,43,52,90.1,88.6,N,Meets,4.5,9.5,70,12,92.0,79.2,9.0,0.3,Y,1,2,1.5,3,0,0,3,34,39,10,9,8,12,6,204,84.6
BA00251,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,87,13,8,108,326,47,57,86.4,88.5,N,Meets,4.4,7.6,17,18,89.5,78.3,12.8,0.4,Y,1,2,0.5,1,0,0,3,26,33,11,3,7,13,13,214,78.8
BA00252,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,100,12,13,125,323,63,65,88.0,89.4,Y,Meets,3.9,8.4,39,16,91.9,81.5,13.7,1.7,Y,2,2,0.8,0,3,3,6,12,31,13,8,5,7,8,303,88.4
BA00253,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,82,19,17,118,315,51,58,80.3,89.3,N,Meets,4.0,7.9,25,24,93.5,85.1,15.1,0.3,Y,2,2,0.7,2,3,0,7,24,31,14,8,7,13,6,196,80.0
BA00254,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,80,22,15,117,316,49,45,80.1,91.4,N,Exceeds,3.9,7.6,17,10,90.9,77.9,14.1,1.6,Y,0,1,1.7,2,3,0,5,15,37,7,4,5,9,11,222,89.9
BA00255,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC005,Ethan Lee,Claire Atkinson,Split (08:00-16:00),37.5,97,24,8,129,313,65,59,87.6,91.3,N,Exceeds,4.4,8.3,36,11,94.3,81.7,15.2,1.4,Y,0,1,1.3,1,1,0,7,15,24,9,5,6,10,11,349,83.0
BA00256,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC006,Mia Walker,Kevin Foster,Late (13:00-21:00),37.5,81,14,18,113,311,64,30,80.5,86.4,N,Meets,4.4,8.8,50,15,90.3,76.9,11.6,1.7,Y,2,2,1.0,1,0,0,3,28,31,16,6,2,18,10,301,88.9
BA00257,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC007,Lucas Allen,Tom Blackwood,Standard (09:00-17:00),37.5,104,25,16,145,330,65,63,87.4,89.7,N,Meets,4.0,7.9,25,15,91.2,83.5,12.6,0.9,Y,1,1,1.5,1,0,0,6,13,38,15,11,3,12,10,373,88.2
BA00258,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC008,Ava Scott,Claire Atkinson,Early (07:00-15:00),37.5,95,17,8,120,319,59,58,85.0,84.1,N,Meets,4.4,8.9,53,22,93.2,83.5,15.3,0.9,Y,0,1,1.3,3,1,1,7,16,34,12,7,2,7,12,372,80.4
BA00259,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,96,24,18,138,312,56,37,85.3,85.0,N,Meets,4.4,7.3,8,14,93.0,78.9,10.3,1.7,Y,2,1,1.2,4,2,0,7,12,32,9,6,7,17,13,379,86.0
BA00260,20/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,109,25,17,151,305,56,42,86.2,84.5,N,Meets,4.1,7.8,22,11,89.2,79.7,12.5,1.0,Y,0,1,1.1,1,1,1,5,18,32,5,8,6,14,10,376,83.3
BA00261,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,105,14,27,146,311,60,64,73.6,81.4,N,Meets,4.2,8.9,53,18,87.1,78.3,14.8,2.1,Y,2,1,2.9,3,3,3,3,23,19,4,7,5,9,3,193,74.3
BA00262,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,103,14,23,140,334,73,53,74.6,84.2,N,Meets,4.3,7.7,20,17,86.0,82.0,12.4,2.0,Y,0,2,2.0,3,1,0,9,20,28,10,4,2,13,13,177,83.4
BA00263,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,108,12,22,142,364,46,63,80.8,84.0,N,Meets,4.2,8.0,28,12,92.4,82.3,16.8,0.6,Y,2,2,2.1,1,3,3,3,16,35,11,2,5,13,6,252,79.1
BA00264,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,81,11,17,109,351,47,69,79.3,88.4,N,Meets,4.0,7.2,6,10,90.4,86.3,14.0,2.1,Y,0,2,1.0,5,1,0,7,22,24,4,3,1,13,5,133,74.2
BA00265,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,96,22,14,132,298,67,38,75.6,83.3,N,Meets,3.8,8.8,50,12,89.7,79.6,14.3,1.5,Y,0,1,1.4,5,1,0,5,25,32,11,8,1,9,3,141,79.0
BA00266,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,106,11,27,144,307,52,70,79.8,89.6,Y,Meets,3.8,8.1,31,19,89.7,76.9,15.8,0.7,Y,0,1,1.7,2,0,0,5,27,29,11,9,1,5,10,272,81.3
BA00267,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,90,10,13,113,322,63,67,75.4,83.5,N,Meets,3.8,7.7,20,18,91.1,79.3,14.4,1.0,Y,0,1,2.5,3,2,2,8,16,35,11,7,6,10,13,126,86.7
BA00268,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,108,14,19,141,312,65,35,79.3,83.3,N,Meets,3.7,7.3,8,10,92.1,80.5,17.4,2.4,Y,2,2,2.5,5,1,1,3,12,33,3,9,6,6,8,268,77.6
BA00269,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,102,16,17,135,319,59,35,74.7,83.7,N,Meets,3.7,8.5,42,14,92.1,83.8,13.1,0.3,Y,2,3,1.6,2,0,0,5,25,27,3,6,4,16,12,113,72.1
BA00270,20/10/2025,October 2025,Q4 2025,Allorica Manila,Allorica,Philippines,AMN010,Josephine Ramos,Gemma Ocampo,Early (07:00-15:00),37.5,105,11,20,136,303,49,51,83.2,81.3,N,Meets,4.3,7.7,20,18,92.6,79.0,17.1,0.2,Y,0,3,2.4,5,1,0,6,27,30,3,8,6,15,13,73,84.8
BA00271,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR001,Dawid Malinowski,Aleksander Nowak,Early (07:00-15:00),37.5,90,14,16,120,338,53,57,78.9,83.3,N,Meets,3.9,7.8,22,13,83.1,75.3,14.7,1.1,Y,0,3,1.6,6,3,3,9,10,21,5,4,3,8,4,200,77.0
BA00272,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR002,Marta Jablonska,Katarzyna Wójcik,Late (13:00-21:00),37.5,71,15,16,102,353,53,61,73.8,80.2,N,Meets,3.7,7.6,17,9,90.8,80.4,20.1,0.7,Y,3,3,1.3,1,2,1,3,20,24,3,4,1,16,10,54,71.8
BA00273,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,97,9,11,117,362,64,78,77.2,81.8,N,Meets,3.9,7.5,14,15,86.8,82.5,21.0,1.2,Y,0,2,2.6,6,2,1,3,22,30,7,5,1,5,3,192,78.4
BA00274,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,82,17,12,111,341,58,42,67.8,79.9,N,Developing,3.7,6.7,-8,14,88.1,80.8,16.9,2.2,Y,1,1,2.2,5,3,3,8,17,25,2,4,1,7,11,183,80.7
BA00275,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,97,13,13,123,369,71,77,74.4,82.3,N,Meets,3.7,7.7,20,12,87.2,74.9,17.6,1.0,Y,0,2,1.5,1,1,0,6,15,28,11,5,2,11,8,136,70.3
BA00276,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,81,8,15,104,384,73,42,79.7,79.8,Y,Developing,3.6,7.0,0,12,84.7,83.6,19.8,0.4,Y,2,3,1.6,2,4,0,3,13,22,3,2,2,10,4,126,82.0
BA00277,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,89,15,13,117,328,58,52,69.5,75.7,N,Developing,3.8,7.0,0,13,86.2,78.2,19.1,2.6,Y,0,3,2.5,5,1,1,7,12,24,5,2,3,6,11,189,81.2
BA00278,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,83,19,11,113,375,73,71,73.7,79.3,N,Developing,3.6,8.1,31,19,86.7,81.3,19.7,0.5,Y,3,2,1.7,4,4,0,3,14,21,5,9,2,10,6,118,73.8
BA00279,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,94,17,12,123,366,83,62,70.0,75.9,N,Developing,3.5,7.0,0,16,89.2,78.1,17.7,0.4,Y,3,2,3.0,3,4,0,7,20,14,4,9,2,8,4,131,81.4
BA00280,20/10/2025,October 2025,Q4 2025,Allorica Krakow,Allorica,Poland,AKR010,Ewa Michalska,Aleksander Nowak,Split (08:00-16:00),37.5,88,16,18,122,314,84,52,71.3,75.8,N,Developing,4.0,6.3,-20,12,86.0,82.8,19.5,0.3,Y,2,1,2.8,2,2,0,7,8,23,6,7,4,10,12,207,67.2
BA00281,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS001,Emma Thompson,Sarah Mitchell,Early (07:00-15:00),37.5,117,19,22,158,315,52,49,88.2,92.1,N,Exceeds,4.7,9.1,59,22,96.8,81.1,9.1,0.7,Y,1,1,1.2,0,0,0,3,19,38,18,5,4,19,5,395,92.7
BA00282,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS002,Oliver Harris,James Crawford,Late (13:00-21:00),37.5,107,25,17,149,315,36,54,85.3,88.2,N,Meets,4.8,9.0,56,22,95.4,86.0,13.5,0.5,Y,1,2,0.8,3,1,1,1,32,32,8,10,2,13,14,371,90.7
BA00283,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS003,Charlotte Davies,Priya Sharma,Standard (09:00-17:00),37.5,104,17,15,136,266,40,31,84.6,92.8,N,Exceeds,4.8,8.8,50,21,93.2,80.9,11.1,1.2,Y,1,1,1.1,0,0,0,2,25,33,11,5,2,10,13,354,88.7
BA00284,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,89,27,16,132,284,53,31,88.5,92.6,N,Exceeds,4.6,8.2,34,20,93.2,87.9,10.7,0.2,Y,1,1,1.3,3,1,1,4,29,38,5,4,4,18,12,317,91.4
BA00285,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,104,27,15,146,307,40,47,89.1,91.1,N,Exceeds,4.4,8.1,31,13,93.4,86.7,9.6,0.6,Y,1,1,1.5,1,2,2,4,28,44,13,4,4,9,6,398,92.2
BA00286,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,105,28,24,157,309,56,48,88.2,88.6,N,Meets,4.4,8.2,34,24,97.1,82.0,8.1,0.7,Y,0,1,1.0,3,0,0,4,29,22,6,6,7,15,7,381,92.8
BA00287,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,95,20,10,125,269,56,49,84.1,91.1,N,Exceeds,4.4,8.1,31,26,94.1,80.2,8.2,0.8,Y,0,2,1.5,0,0,0,4,24,34,5,3,2,20,11,243,94.1
BA00288,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,108,22,16,146,307,37,32,92.6,89.5,N,Meets,4.3,8.6,45,17,96.3,78.4,11.1,0.5,Y,1,2,1.3,1,0,0,5,21,37,11,9,2,11,8,194,87.3
BA00289,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,96,15,22,133,282,55,44,87.3,88.5,N,Meets,4.2,7.8,22,18,94.5,85.7,11.0,0.7,Y,0,1,0.9,0,0,0,5,25,40,16,9,7,22,7,310,85.1
BA00290,27/10/2025,October 2025,Q4 2025,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,105,30,12,147,279,51,43,90.3,93.1,N,Exceeds,4.2,8.9,53,12,95.7,87.0,9.9,0.6,Y,1,1,1.4,0,2,1,2,26,35,9,6,3,14,8,468,83.5
BA00291,27/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,103,23,13,139,326,66,48,85.5,91.8,N,Exceeds,4.0,7.8,22,21,90.7,77.7,13.2,1.0,Y,2,1,1.7,1,0,0,6,24,34,9,5,4,16,4,123,88.2
BA00292,27/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,79,15,8,102,338,65,43,80.4,87.9,N,Meets,3.9,7.5,14,21,91.7,76.8,11.2,0.2,Y,1,1,1.4,2,1,0,4,30,32,14,6,3,19,11,130,89.3
BA00293,27/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,98,18,14,130,286,64,54,82.3,89.9,N,Meets,3.9,8.0,28,24,95.4,81.5,10.9,1.6,Y,2,1,0.9,3,3,1,4,26,27,10,11,5,13,5,260,77.9
BA00294,27/10/2025,October 2025,Q4 2025,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,105,15,10,130,310,63,53,81.8,86.2,N,Meets,4.1,7.2,6,19,88.6,84.7,16.0,0.8,Y,0,2,1.9,1,2,1,3,25,26,16,8,5,17,11,278,85.8
